codeIataAirport,codeIcaoAirport,Country/Region,Province/State
SIN,WSSS,Singapore,
SIO,YSMI,Australia,Tasmania
SIP,UKFF,Ukraine,
SIQ,WIKS,Indonesia,
SIR,LSGS,Switzerland,
SIS,FASS,South Africa,
SIU,MNSI,Nicaragua,
SIW,WIMP,Indonesia,
SIX,YSGT,Australia,New South Wales
SIZ,,Papua New Guinea,
SJA,SPJN,Peru,
SJB,SLJO,Bolivia,
SJD,MMSD,Mexico,
SJE,SKSJ,Colombia,
SJG,,Colombia,
SJH,,Colombia,
SJI,RPVS,Philippines,
SJJ,LQSA,Bosnia and Herzegovina,
SJK,SBSJ,Brazil,
SJL,SBUA,Brazil,
SJO,MROC,Costa Rica,
SJP,SBSR,Brazil,
SJQ,FLSS,Zambia,
SJR,,Colombia,
SJS,SLJE,Bolivia,
SJV,SLJV,Bolivia,
SJW,ZBSJ,China,Hebei
SJX,,Belize,
SJY,EFIL,Finland,
SJZ,LPSJ,Portugal,
SKB,TKPK,Saint Kitts and Nevis,
SKC,,Papua New Guinea,
SKD,UTSS,Uzbekistan,
SKE,ENSN,Norway,
SKG,LGTS,Greece,
SKH,VNSK,Nepal,
SKL,EGEI,United Kingdom,
SKM,,Guyana,
SKN,ENSK,Norway,
SKO,DNSO,Nigeria,
SKR,,Ethiopia,
SKS,EKSP,Denmark,
SKT,OPST,Pakistan,
SKU,LGSY,Greece,
SKV,,Egypt,
SKX,UWPS,Russia,
SKZ,OPSK,Pakistan,
SLA,SASA,Argentina,
SLD,LZSL,Slovakia,
SLF,OESL,Saudi Arabia,
SLI,FLSW,Zambia,
SLJ,,Australia,Queensland
SLL,OOSA,Oman,
SLM,LESA,Spain,
SLP,MMSP,Mexico,
SLS,LBSS,Bulgaria,
SLU,TLPC,Saint Lucia,
SLV,VISM,India,
SLW,MMIO,Mexico,
SLX,MBSY,United Kingdom,Turks and Caicos Islands
SLY,USDD,Russia,
SLZ,SBSL,Brazil,
SMA,LPAZ,Portugal,
SMC,,Colombia,
SMG,SPMR,Peru,
SMH,,Papua New Guinea,
SMI,LGSM,Greece,
SMJ,,Papua New Guinea,
SML,MYLS,Bahamas,
SMM,WBKA,Malaysia,
SMP,,Papua New Guinea,
SMQ,WAOS,Indonesia,
SMR,SKSM,Colombia,
SMS,FMMS,Madagascar,
SMV,LSZS,Switzerland,
SMW,GMMA,Morocco,
SMY,,Senegal,
SMZ,,Suriname,
SNB,YSNB,Australia,Northern Territory
SNC,SESA,Ecuador,
SND,,Laos,
SNF,SVSP,Venezuela,
SNG,SLSI,Bolivia,
SNH,YSPE,Australia,Queensland
SNI,,Liberia,
SNJ,,Cuba,
SNM,SLSM,Bolivia,
SNN,EINN,Ireland,
SNO,VTUI,Thailand,
SNQ,,Mexico,
SNR,LFRZ,France,
SNT,,Colombia,
SNU,MUSC,Cuba,
SNV,,Venezuela,
SNX,,Dominican Republic,
SNZ,,Brazil,
SOB,LHSM,Hungary,
SOC,WRSQ,Indonesia,
SOD,SDCO,Brazil,
SOF,LBSF,Bulgaria,
SOG,ENSG,Norway,
SOH,,Colombia,
SOI,,Australia,Queensland
SOJ,ENSR,Norway,
SOM,SVST,Venezuela,
SOO,ESCL,Sweden,
SOQ,WASS,Indonesia,
SOR,,Syria,
SOT,EFSO,Finland,
SOU,EGHI,United Kingdom,Channel Islands
SOX,,Colombia,
SOY,EGER,United Kingdom,
SOZ,,France,
SPC,GCLA,Spain,
SPD,VGSD,Bangladesh,
SPE,WBKO,Malaysia,
SPH,,Papua New Guinea,
SPJ,LGSP,Greece,
SPM,ETAD,Germany,
SPO,,Spain,
SPP,FNME,Angola,
SPR,,Belize,
SPT,,Malaysia,
SPU,LDSP,Croatia,
SPV,,Papua New Guinea,
SQB,,Colombia,
SQC,YSCR,Australia,Western Australia
SQE,,Colombia,
SQF,,Colombia,
SQG,WIOS,Indonesia,
SQK,,Egypt,
SQM,SWUA,Brazil,
SQN,WAPN,Indonesia,
SQO,ESUD,Sweden,
SQQ,EYSA,Lithuania,
SQR,WAWS,Indonesia,
SQS,,Belize,
SQT,,Papua New Guinea,
SQU,SPOA,Peru,
SQW,EKSV,Denmark,
SQX,SSOE,Brazil,
SQY,SSRU,Brazil,
SQZ,EGXP,United Kingdom,Isle of Man
SRA,SSZR,Brazil,
SRB,SLSR,Bolivia,
SRD,SLRA,Bolivia,
SRE,SLSU,Bolivia,
SRG,WIIS,Indonesia,
SRI,WALS,Indonesia,
SRJ,SLSB,Bolivia,
SRL,,Mexico,
SRM,,Australia,South Australia
SRN,YSRN,Australia,Tasmania
SRO,,Colombia,
SRP,ENSO,Norway,
SRR,KSRR,Australia,Queensland
SRS,,Colombia,
SRT,HUSO,Uganda,
SRX,HLGD,Libya,
SRY,OINS,Iran,
SRZ,SLET,Bolivia,
SSA,SBSV,Brazil,
SSD,,Colombia,
SSE,VASL,India,
SSG,FGSL,Equatorial Guinea,
SSH,HESH,Egypt,
SSJ,ENST,Norway,
SSK,,Australia,Northern Territory
SSL,,Colombia,
SSO,SNLO,Brazil,
SSP,,Australia,Northern Territory
SSQ,,Canada,Ontario
SSS,,Papua New Guinea,
SST,,Argentina,
SSV,,Philippines,
SSY,FNBC,Angola,
SSZ,SBST,Brazil,
STA,EKVJ,Denmark,
STB,SVSZ,Venezuela,
STD,SVSO,Venezuela,
STF,,Australia,Northern Territory
STH,YSMR,Australia,Northern Territory
STI,MDST,Dominican Republic,
STM,SBSN,Brazil,
STN,EGSS,United Kingdom,Channel Islands
STR,EDDS,Germany,
STU,,Belize,
STV,VASU,India,
STW,URMT,Russia,
STY,SUSO,Uruguay,
STZ,SWST,Brazil,
SUB,WRSJ,Indonesia,
SUF,LICA,Italy,
SUG,RPWS,Philippines,
SUH,,Oman,
SUI,UGSS,Georgia,
SUJ,LRSM,Romania,
SUL,OPSU,Pakistan,
SUP,WART,Indonesia,
SUQ,SESC,Ecuador,
SUR,CJV7,Canada,Ontario
SUT,HTSU,Tanzania,
SVB,FMNS,Madagascar,
SVD,TVSV,Saint Vincent and the Grenadines,
SVF,DBBS,Benin,
SVG,ENZV,Norway,
SVI,SKSV,Colombia,
SVJ,ENSH,Norway,
SVK,,Belize,
SVL,EFSA,Finland,
SVM,,Australia,Northern Territory
SVO,UUEE,Russia,
SVP,FNKU,Angola,
SVQ,LEZL,Spain,
SVT,FBSV,Botswana,
SVV,,Venezuela,
SVX,USSS,Russia,
SVZ,SVSA,Venezuela,
SWA,ZGOW,China,Hong Kong
SWB,,Australia,Western Australia
SWC,YSWL,Australia,Victoria
SWE,,Papua New Guinea,
SWG,,Papua New Guinea,
SWH,YSWH,Australia,Victoria
SWL,,Bahamas,
SWN,,Pakistan,
SWP,,Namibia,
SWQ,WADS,Indonesia,
SWR,,Papua New Guinea,
SWS,EGFH,United Kingdom,Channel Islands
SWT,UNSS,Russia,
SWV,,Pakistan,
SWX,FBSW,Botswana,
SWY,WMBA,Malaysia,
SXA,,Papua New Guinea,
SXB,LFST,France,
SXE,YMES,Australia,Victoria
SXF,EDDB,Germany,
SXG,FLSN,Zambia,
SXH,,Papua New Guinea,
SXI,OIBS,Iran,
SXJ,ZWSS,China,Xinjiang
SXK,WAPI,Indonesia,
SXL,EISG,Ireland,
SXM,TNCM,Netherlands,Sint Maarten
SXN,FBSN,Botswana,
SXO,SWFX,Brazil,
SXR,VISR,India,
SXS,WBKH,Malaysia,
SXT,WMAN,Malaysia,
SXU,HASD,Ethiopia,
SXV,VOSM,India,
SXW,,Papua New Guinea,
SXX,SNFX,Brazil,
SXZ,LTCL,Turkey,
SYC,,Peru,
SYD,YSSY,Australia,New South Wales
SYE,OYSH,Yemen,
SYF,,Canada,British Columbia
SYH,,Nepal,
SYJ,OIKY,Iran,
SYK,BIST,Iceland,
SYM,ZPSM,China,Yunnan
SYO,RJSY,Japan,
SYP,MPSA,Panama,
SYQ,MRPV,Costa Rica,
SYT,LFLN,France,
SYU,YWBS,Australia,Northern Territory
SYW,OPSN,Pakistan,
SYX,ZJSY,China,Hainan
SYY,EGPO,United Kingdom,
SYZ,OISS,Iran,
SZA,FNSO,Angola,
SZB,WMSA,Malaysia,
SZC,,Costa Rica,
SZE,,Ethiopia,
SZF,LTFH,Turkey,
SZG,LOWS,Austria,
SZH,,Indonesia,
SZI,,Kazakhstan,
SZJ,MUSN,Cuba,
SZK,,South Africa,
SZM,,Namibia,
SZR,,Bulgaria,
SZS,NZRC,New Zealand,
SZU,,Mali,
SZV,ZSSZ,China,Shanghai
SZW,,Germany,
SZX,ZGSZ,China,Hong Kong
SZY,EPSY,Poland,
SZZ,EPSC,Poland,
TAB,TTCP,Trinidad and Tobago,
TAC,RPVA,Philippines,
TAG,RPVT,Philippines,
TAI,OYTZ,Yemen,
TAJ,,Papua New Guinea,
TAK,RJOT,Japan,
TAM,MMTM,Mexico,
TAN,,Australia,Queensland
TAO,ZSQD,China,Shandong
TAP,MMTP,Mexico,
TAQ,YTAR,Australia,South Australia
TAR,LIBG,Italy,
TAS,UTTT,Uzbekistan,
TAT,LZTT,Slovakia,
TAU,,Colombia,
TAW,SUTB,Uruguay,
TAX,,Indonesia,
TAY,EETU,Estonia,
TBD,,Colombia,
TBE,,Papua New Guinea,
TBG,AYTB,Papua New Guinea,
TBH,RPVU,Philippines,
TBI,MYCB,Bahamas,
TBJ,DTKA,Tunisia,
TBK,YTBR,Australia,Northern Territory
TBL,,Australia,Northern Territory
TBM,,Indonesia,
TBO,HTTB,Tanzania,
TBP,SPME,Peru,
TBQ,,Papua New Guinea,
TBS,UGGG,Georgia,
TBT,SBTT,Brazil,
TBW,UUOT,Russia,
TBY,FBTS,Botswana,
TBZ,OITT,Iran,
TCA,YTNK,Australia,Northern Territory
TCB,MYAT,Bahamas,
TCD,,Colombia,
TCE,LRTC,Romania,
TCF,,Honduras,
TCG,SPCH,China,Xinjiang
TCH,FOOT,Gabon,
TCJ,,Papua New Guinea,
TCK,,Papua New Guinea,
TCN,MMHC,Mexico,
TCO,SKCO,Colombia,
TCP,HETB,Egypt,
TCQ,SPTN,Peru,
TCR,,India,
TCU,FATN,South Africa,
TCW,YTOC,Australia,Victoria
TCX,OIMT,Iran,
TCY,,Namibia,
TCZ,ZUTC,China,Yunnan
TDA,,Colombia,
TDB,,Papua New Guinea,
TDD,SLTR,Bolivia,
TDG,,Philippines,
TDK,UAAT,Kazakhstan,
TDL,SAZT,Argentina,
TDN,,Australia,Northern Territory
TDP,,Peru,
TDR,YTDR,Australia,Queensland
TDS,,Papua New Guinea,
TDT,,South Africa,
TDV,,Madagascar,
TDX,VTBO,Thailand,
TEA,MHTE,Honduras,
TEC,SBTL,Brazil,
TED,EKTS,Denmark,
TEF,YTEF,Australia,Western Australia
TEG,DFET,Burkina Faso,
TEI,VETJ,India,
TEL,WBKE,Malaysia,
TEM,YTEM,Australia,Australian Capital Territory
TEN,ZUTR,China,Hunan
TEO,,Papua New Guinea,
TEP,,Papua New Guinea,
TEQ,LTBU,Turkey,
TER,LPLA,Portugal,
TES,HHTS,Eritrea,
TET,FQTT,Mozambique,
TEU,,New Zealand,
TEY,BITE,Iceland,
TEZ,VETZ,India,
TFB,,Papua New Guinea,
TFC,,Italy,
TFF,SBTF,Brazil,
TFI,,Papua New Guinea,
TFL,SNTO,Brazil,
TFM,,Papua New Guinea,
TFN,GCXO,Spain,
TFR,,Egypt,
TFS,GCTS,Spain,
TFT,OPTT,Pakistan,
TGB,,Philippines,
TGC,WBGT,Malaysia,
TGD,LYPG,Montenegro,
TGG,WMKN,Malaysia,
TGI,SPGM,Peru,
TGJ,NWWA,France,New Caledonia
TGK,URRT,Russia,
TGL,,Papua New Guinea,
TGM,LRTM,Romania,
TGN,,Australia,Victoria
TGO,ZBTL,China,Liaoning
TGP,UNIP,Russia,
TGQ,,Brazil,
TGS,,Mozambique,
TGT,HTTG,Tanzania,
TGU,MHTG,Honduras,
TGV,,Bulgaria,
TGZ,MMTG,Mexico,
THC,,Liberia,
THE,SBTE,Brazil,
THG,YTNG,Australia,Queensland
THH,NZTS,New Zealand,
THI,GQNC,Mauritania,
THJ,,China,Xinjiang
THK,VLTK,Laos,
THN,ESGT,Sweden,
THO,BITN,Iceland,
THQ,ZLTS,China,Shaanxi
THR,OIII,Iran,
THS,VTPO,Thailand,
THT,GQNT,Mauritania,
THU,BGTL,Denmark,Greenland
THW,,Sri Lanka,
THX,UOTT,Russia,
THY,FATH,South Africa,
THZ,DRRT,Niger,
TIA,LATI,Albania,
TIB,,Colombia,
TIE,HATP,Ethiopia,
TIF,OETF,Saudi Arabia,
TIH,NTGC,France,French Polynesia
TII,OATN,Afghanistan,
TIJ,MMTJ,Mexico,
TIL,,Canada,Newfoundland and Labrador
TIM,WABP,Indonesia,
TIR,VOTP,India,
TIS,,Australia,Northern Territory
TIU,NZTU,New Zealand,
TIV,LYTV,Montenegro,
TIY,GQND,Mauritania,
TIZ,AYTA,Papua New Guinea,
TJA,SLTJ,Bolivia,
TJB,WIBT,Indonesia,
TJC,,Panama,
TJG,WAON,Indonesia,
TJH,RJBT,Japan,
TJI,,Honduras,
TJJ,,China,Tianjin
TJK,LTAW,Turkey,
TJM,USTR,Russia,
TJN,NTKM,France,French Polynesia
TJQ,WIKD,Indonesia,
TJS,WALG,Indonesia,
TJV,VOTJ,India,
TKB,,Papua New Guinea,
TKC,FKKC,Cameroon,
TKD,DGTK,Ghana,
TKG,WIIT,Indonesia,
TKH,,Thailand,
TKM,,Guatemala,
TKN,RJKN,Japan,
TKP,NTGT,France,French Polynesia
TKQ,HTKA,Tanzania,
TKR,VGSG,Bangladesh,
TKS,RJOS,Japan,
TKT,VTPT,Thailand,
TKU,EFTU,Finland,
TKV,NTGO,France,French Polynesia
TKW,,Papua New Guinea,
TKX,NTKR,France,French Polynesia
TKY,,Australia,Northern Territory
TKZ,NZTO,New Zealand,
TLB,OPTA,Pakistan,
TLC,MMTO,Mexico,
TLD,FBTL,Botswana,
TLE,FMST,Madagascar,
TLI,,Indonesia,
TLL,EETN,Estonia,
TLN,LFTH,France,
TLO,,Papua New Guinea,
TLP,,Papua New Guinea,
TLQ,,China,Xinjiang
TLS,LFBO,France,
TLU,SKTL,Colombia,
TLV,LLBG,Israel,
TLW,,Papua New Guinea,
TLY,UHWP,Russia,
TLZ,SWKT,Brazil,
TMC,,Indonesia,
TMD,GQNH,Mauritania,
TME,SKTM,Colombia,
TMG,WBKM,Malaysia,
TMH,WAKT,Indonesia,
TMI,VNTR,Nepal,
TMJ,UTST,Uzbekistan,
TML,DGLE,Ghana,
TMM,FMMT,Madagascar,
TMO,SVTM,Venezuela,
TMP,EFTP,Finland,
TMQ,DFEM,Burkina Faso,
TMS,FPST,Sao Tome and Principe,
TMT,SBTB,Brazil,
TMU,MRTR,Costa Rica,
TMW,YSTW,Australia,New South Wales
TMY,,Indonesia,
TMZ,NZTH,New Zealand,
TNA,ZSJN,China,Shandong
TNB,WRLH,Indonesia,
TND,MUTD,Cuba,
TNE,RJFG,Japan,
TNF,LFPN,France,
TNG,GMTT,Morocco,
TNH,ZYTN,China,Jilin
TNI,VIST,India,
TNJ,WIKN,Indonesia,
TNL,UKLT,Ukraine,
TNO,MRCV,Costa Rica,
TNR,FMMI,Madagascar,
TNS,,Canada,Northwest Territories
TNW,,Ecuador,
TNX,VDST,Cambodia,
TNZ,,Mongolia,
TOB,HLGN,Libya,
TOD,WMBT,Malaysia,
TOE,DTTZ,Tunisia,
TOF,UNTT,Russia,
TOJ,LETO,Spain,
TOK,,Papua New Guinea,
TOM,GATB,Mali,
TON,,Papua New Guinea,
TOO,MRSV,Costa Rica,
TOS,ENTC,Norway,
TOT,,Suriname,
TOU,NWWU,France,New Caledonia
TOV,,United Kingdom,British Virgin Islands
TOW,SBTD,Brazil,
TOX,USTO,Russia,
TOY,RJNT,Japan,
TPC,SETR,Ecuador,
TPG,WMBI,Malaysia,
TPI,,Papua New Guinea,
TPJ,VNTJ,Nepal,
TPK,WITA,Indonesia,
TPN,SETI,Ecuador,
TPP,SPST,Peru,
TPQ,MMEP,Mexico,
TPR,,Australia,Western Australia
TPS,LICT,Italy,
TPT,,Liberia,
TPU,,Nepal,
TPX,,France,French Polynesia
TPY,,Italy,
TQD,,Iraq,
TQL,USDS,Russia,
TQN,OATQ,Afghanistan,
TQR,,Italy,
TQS,SKTQ,Colombia,
TRA,RORT,Japan,
TRB,SKTU,Colombia,
TRC,MMTC,Mexico,
TRD,ENVA,Norway,
TRE,EGPU,United Kingdom,
TRF,ENTO,Norway,
TRG,NZTG,New Zealand,
TRJ,,Papua New Guinea,
TRK,WALR,Indonesia,
TRN,LIMF,Italy,
TRO,YTRE,Australia,New South Wales
TRQ,SBTK,Brazil,
TRR,VCCT,Sri Lanka,
TRS,LIPQ,Italy,
TRU,SPRU,Peru,
TRV,VOTV,India,
TRY,HUTO,Uganda,
TRZ,VOTR,India,
TSB,FYTM,Namibia,
TSC,SETH,Ecuador,
TSD,,South Africa,
TSE,UACC,Kazakhstan,
TSF,LIPH,Italy,
TSI,,Papua New Guinea,
TSJ,RJDT,Japan,
TSL,MMTN,Mexico,
TSN,ZBTJ,China,Tianjin
TSO,EGHT,United Kingdom,Channel Islands
TSQ,,Brazil,
TSR,LRTR,Romania,
TST,VTST,Thailand,
TSV,YBTL,Australia,Queensland
TSW,,Papua New Guinea,
TSX,WALT,Indonesia,
TSY,WIAM,Indonesia,
TSZ,,Mongolia,
TTA,GMAT,Morocco,
TTB,LIET,Italy,
TTE,WAMT,Indonesia,
TTG,SAST,Argentina,
TTH,OOTH,Oman,
TTI,NTTE,France,French Polynesia
TTJ,RJOR,Japan,
TTK,,United Kingdom,Channel Islands
TTM,,Colombia,
TTQ,MRAO,Costa Rica,
TTR,,Indonesia,
TTS,,Madagascar,
TTU,GMTN,Morocco,
TTW,,Sri Lanka,
TUA,SETU,Ecuador,
TUB,NTAT,France,French Polynesia
TUC,SANT,Argentina,
TUD,GOTT,Senegal,
TUE,,Panama,
TUF,LFOT,France,
TUG,RPUT,Philippines,
TUI,OETR,Saudi Arabia,
TUJ,,Ethiopia,
TUK,OPTU,Pakistan,
TUM,YTMU,Australia,Australian Capital Territory
TUN,DTTA,Tunisia,
TUO,NZAP,New Zealand,
TUQ,DFOT,Burkina Faso,
TUR,SBTU,Brazil,
TUU,OETB,Saudi Arabia,
TUV,SVTC,Venezuela,
TUW,,Panama,
TUX,,Canada,Alberta
TUY,,Mexico,
TVA,,Madagascar,
TVS,,China,Tianjin
TWB,YTWB,Australia,Queensland
TWN,,Australia,Queensland
TWP,,Australia,Northern Territory
TWT,,Philippines,
TWU,WBKW,Malaysia,
TWY,,Papua New Guinea,
TWZ,,New Zealand,
TXF,,Brazil,
TXL,EDDT,Germany,
TXM,WAST,Indonesia,
TXN,ZSTX,China,Zhejiang
TXR,,Australia,South Australia
TYA,,Russia,
TYB,YTIB,Australia,South Australia
TYD,UHBW,Russia,
TYF,ESST,Sweden,
TYG,YTHY,Australia,Queensland
TYL,SPYL,Peru,
TYM,,Bahamas,
TYN,ZBYN,China,Shanxi
TYP,YTMY,Australia,Northern Territory
TYT,SUTR,Uruguay,
TZA,,Belize,
TZL,LQTZ,Bosnia and Herzegovina,
TZM,,Mexico,
TZN,,Bahamas,
TZO,,Madagascar,
TZX,LTCG,Turkey,
UAB,,Turkey,
UAC,MM76,Mexico,
UAE,,Papua New Guinea,
UAH,NTMU,France,French Polynesia
UAK,BGBW,Denmark,Greenland
UAL,FNUA,Angola,
UAP,NTMP,France,French Polynesia
UAQ,SANU,Argentina,
UAR,,Morocco,
UAS,HKSB,Kenya,
UAX,,Guatemala,
UBA,SBUR,Brazil,
UBB,YMAA,Australia,Northern Territory
UBI,,Papua New Guinea,
UBJ,RJDC,Japan,
UBP,VTUU,Thailand,
UBR,WAJU,Indonesia,
UBT,SDUB,Brazil,
UBU,YKAL,Australia,Northern Territory
UCK,UKLC,Ukraine,
UCN,,Liberia,
UCT,UUYH,Russia,
UDA,YUDA,Australia,Queensland
UDE,,Netherlands,
UDI,SBUL,Brazil,
UDJ,UKLU,Ukraine,
UDN,LIPD,Italy,
UDO,,Laos,
UDR,VAUD,India,
UEE,YQNS,Australia,Tasmania
UEL,FQQL,Mozambique,
UEN,,Russia,
UEO,ROKJ,Japan,
UER,,Spain,
UET,OPQT,Pakistan,
UFA,UWUU,Russia,
UGA,ZMBN,Mongolia,
UGC,UTNU,Uzbekistan,
UGO,FNUG,Angola,
UGT,,Mongolia,
UGU,,Indonesia,
UIB,SKUI,Colombia,
UII,MHUT,Honduras,
UIK,UIBS,Russia,
UIO,SEQU,Ecuador,
UIP,LFRQ,France,
UIR,YQDI,Australia,New South Wales
UKA,HKUK,Kenya,
UKB,RJBE,Japan,
UKH,,Oman,
UKK,UASK,Kazakhstan,
UKR,OYMK,Yemen,
UKS,,Ukraine,
UKU,,Papua New Guinea,
UKX,UITT,Russia,
UKY,,Japan,
ULA,SAWJ,Argentina,
ULD,FAUL,South Africa,
ULE,,Papua New Guinea,
ULG,ZMUL,Mongolia,
ULH,OEAO,Saudi Arabia,
ULK,UERL,Russia,
ULL,,United Kingdom,
ULN,ZMUB,Mongolia,
ULO,ZMUG,Mongolia,
ULP,YQLP,Australia,Queensland
ULQ,SKUL,Colombia,
ULS,,Colombia,
ULU,HUGU,Uganda,
ULV,UWLL,Russia,
ULX,,South Africa,
ULY,UWLW,Russia,
ULZ,,Mongolia,
UMA,,Cuba,
UMC,,Papua New Guinea,
UMD,BGUM,Denmark,Greenland
UME,ESNU,Sweden,
UMI,SPIL,Peru,
UMR,YPWR,Australia,South Australia
UMU,SSUM,Brazil,
UMY,UKHS,Ukraine,
UNA,SBTC,Brazil,
UNC,,Colombia,
UND,OAUZ,Afghanistan,
UNG,AYKI,Papua New Guinea,
UNI,,Saint Vincent and the Grenadines,
UNN,VTSR,Thailand,
UNR,,Mongolia,
UNT,,United Kingdom,
UOL,WAMQ,Indonesia,
UON,,Laos,
UPA,,Cuba,
UPB,MUPB,Cuba,
UPG,WAAA,Indonesia,
UPL,MRUP,Costa Rica,
UPN,MMPN,Mexico,
UPR,,Papua New Guinea,
UPV,EGDJ,United Kingdom,Channel Islands
URA,UARR,Kazakhstan,
URC,ZWWW,China,Xinjiang
URD,,Germany,
URE,EEKE,Estonia,
URG,SBUG,Brazil,
URI,,Colombia,
URJ,USHU,Russia,
URM,SVUM,Venezuela,
URN,,Afghanistan,
URO,LFOP,France,
URR,SKUR,Colombia,
URS,UUOK,Russia,
URT,VTSB,Thailand,
URU,,Papua New Guinea,
URY,OEGT,Saudi Arabia,
URZ,,Afghanistan,
USH,SAWH,Argentina,
USI,SYMB,Guyana,
USK,UUYS,Russia,
USL,YUSL,Australia,Western Australia
USM,VTSM,Thailand,
USQ,LTBO,Turkey,
USS,,Cuba,
USU,RPVV,Philippines,
UTA,FVMU,Zimbabwe,
UTB,YMTB,Australia,Queensland
UTD,,Australia,Northern Territory
UTH,VTUD,Thailand,
UTI,EFUT,Finland,
UTL,,Spain,
UTN,FAUP,South Africa,
UTP,VTBU,Thailand,
UTR,VTPU,Thailand,
UTS,UUYX,Russia,
UTT,FAUT,South Africa,
UTU,,Panama,
UTW,FAQT,South Africa,
UUA,UWKB,Russia,
UUD,UIUU,Russia,
UUN,ZMBU,Mongolia,
UUS,UHSS,Russia,
UUU,,Papua New Guinea,
UVE,NWWV,France,New Caledonia
UVF,TLPL,Saint Lucia,
UVL,HEKG,Egypt,
UVO,,Papua New Guinea,
UWE,,Germany,
UWP,,Germany,
UYL,HSNL,Sudan,
UYN,ZLYL,China,Shanxi
UYU,,Bolivia,
UZC,LYUE,Serbia,
UZH,,Saudi Arabia,
UZM,,Canada,Northwest Territories
UZU,SATU,Argentina,
VAA,EFVA,Finland,
VAB,,Colombia,
VAC,EDWU,Germany,
VAF,LFLU,France,
VAG,SBVG,Brazil,
VAH,SLVG,Bolivia,
VAI,AYVN,Papua New Guinea,
VAL,SNVB,Brazil,
VAM,VRMV,Maldives,
VAN,LTCI,Turkey,
VAR,LBWN,Bulgaria,
VAS,LTAR,Turkey,
VAT,FMMY,Madagascar,
VAW,ENSS,Norway,
VBS,LIPO,Italy,
VBY,ESSV,Sweden,
VCD,YVRD,Australia,Northern Territory
VCE,LIPZ,Italy,
VCF,,Argentina,
VCH,SUVO,Uruguay,
VCP,SBKP,Brazil,
VCR,SVCO,Venezuela,
VDA,LLOV,Israel,
VDB,ENFG,Norway,
VDC,SBQV,Brazil,
VDE,GCHI,Spain,
VDM,SAVV,Argentina,
VDP,SVVP,Venezuela,
VDR,SAOD,Argentina,
VDS,ENVD,Norway,
VDT,,Uruguay,
VDY,VOJV,India,
VEG,,Guyana,
VER,MMVR,Mexico,
VEY,BIVM,Iceland,
VFA,FVFA,Zimbabwe,
VGA,VOBZ,India,
VGD,ULWW,Russia,
VGG,,Laos,
VGO,LEVX,Spain,
VGS,,Argentina,
VGZ,SKVG,Colombia,
VHC,FNSA,Angola,
VHM,ESNV,Sweden,
VHY,LFLV,France,
VHZ,NTUV,France,French Polynesia
VIA,SSVI,Brazil,
VIC,LIPT,Italy,
VIE,LOWW,Austria,
VIF,,Italy,
VIG,SVVG,Venezuela,
VIJ,TUPW,United Kingdom,British Virgin Islands
VIL,GMMH,Morocco,
VIN,UKWW,Ukraine,
VIR,FAVG,South Africa,
VIT,LEVT,Spain,
VIV,,Papua New Guinea,
VIX,SBVT,Brazil,
VIY,,France,
VJB,,Mozambique,
VJQ,,Mozambique,
VKO,UUWW,Russia,
VKT,UUYW,Russia,
VLC,LEVC,Spain,
VLG,SAZV,Argentina,
VLK,,Russia,
VLL,LEVD,Spain,
VLM,SLVM,Bolivia,
VLN,SVVA,Venezuela,
VLP,SWVC,Brazil,
VLU,ULOL,Russia,
VLV,SVVL,Venezuela,
VLY,EGOV,United Kingdom,Isle of Man
VME,SAOR,Argentina,
VMI,,Paraguay,
VMU,,Papua New Guinea,
VNA,VLSV,Laos,
VND,,Madagascar,
VNE,LFRV,France,
VNG,,Laos,
VNO,EYVI,Lithuania,
VNR,YVRS,Australia,Northern Territory
VNS,VIBN,India,
VNT,EVVA,Latvia,
VNX,FQVL,Mozambique,
VNZ,,Italy,
VOG,URWW,Russia,
VOH,FMNV,Madagascar,
VOI,GLVA,Liberia,
VOL,LGBL,Greece,
VOT,SDVG,Brazil,
VOZ,UUOO,Russia,
VPE,FNGI,Angola,
VPG,,Kenya,
VPN,BIVO,Iceland,
VPY,FQCH,Mozambique,
VRA,MUVR,Cuba,
VRC,RPUV,Philippines,
VRE,FAVR,South Africa,
VRI,,Russia,
VRK,EFVR,Finland,
VRL,LPVR,Portugal,
VRN,LIPX,Italy,
VRO,,Cuba,
VRU,FAVB,South Africa,
VRY,,Norway,
VSA,MMVA,Mexico,
VSE,LPVZ,Portugal,
VSG,UKCW,Ukraine,
VST,ESOW,Sweden,
VTA,,Honduras,
VTB,UMII,Belarus,
VTE,VLVT,Laos,
VTL,LFSZ,France,
VTM,LLNV,Israel,
VTU,MUVT,Cuba,
VTZ,VEVZ,India,
VUP,SKVP,Colombia,
VUS,ULWU,Russia,
VUU,,Malawi,
VVB,FMMH,Madagascar,
VVC,SKVV,Colombia,
VVI,SLVR,Bolivia,
VVK,,Sweden,
VVN,,Peru,
VVO,UHWW,Russia,
VXC,FQLC,Mozambique,
VXO,ESMX,Sweden,
VYD,FAVY,South Africa,
WAC,HAWC,Ethiopia,
WAD,,Madagascar,
WAE,OEWD,Saudi Arabia,
WAF,,Pakistan,
WAG,NZWU,New Zealand,
WAI,,Madagascar,
WAJ,,Papua New Guinea,
WAK,,Madagascar,
WAM,FMMZ,Madagascar,
WAN,,Australia,South Australia
WAO,,Papua New Guinea,
WAQ,,Madagascar,
